Date,temp_max,temp_min,rainfall
2025-03-13,35.8,25.8,0.0
2025-03-14,36.5,25.1,0.0
2025-03-15,36.4,24.9,0.0
2025-03-16,35.2,25.4,1.6
2025-03-17,35.5,23.5,8.2
2025-03-18,35.2,24.4,1.1
2025-03-19,36.2,25.5,0.0
2025-03-20,35.7,23.5,0.0
2025-03-21,36.2,23.9,0.0
2025-03-22,36.0,24.2,0.0
2025-03-23,35.5,24.9,0.0
2025-03-24,36.5,23.9,0.0
2025-03-25,33.0,24.5,0.0
2025-03-26,34.2,23.8,0.0
2025-03-27,35.3,24.1,0.0
2025-03-28,34.8,23.6,0.1
2025-03-29,35.7,25.1,0.4
2025-03-30,37.0,26.0,2.1
2025-03-31,33.6,25.0,2.9
2025-04-01,32.5,24.9,21.0
2025-04-02,29.3,24.4,0.8
2025-04-03,32.9,23.9,0.1
2025-04-04,33.5,23.2,0.0
2025-04-05,33.6,23.9,0.0
2025-04-06,33.8,24.5,0.0
2025-04-07,36.1,24.6,0.0
2025-04-08,35.4,24.9,0.1
2025-04-09,35.8,25.6,1.3
2025-04-10,35.7,25.8,1.3
2025-04-11,34.3,25.8,1.0
2025-04-12,35.5,25.2,0.4
2025-04-13,36.3,26.4,1.7
2025-04-14,36.5,26.3,4.7
2025-04-15,35.5,26.3,1.7
2025-04-16,35.6,26.6,1.8
2025-04-17,36.3,26.2,1.7
2025-04-18,36.0,25.5,1.6
2025-04-19,35.9,26.2,0.4
2025-04-20,36.7,26.0,0.0
2025-04-21,35.7,26.4,1.9
2025-04-22,33.2,26.6,3.9
2025-04-23,35.8,25.7,2.8
2025-04-24,34.9,25.4,4.5
2025-04-25,34.7,25.6,3.0
2025-04-26,34.0,24.9,15.2
2025-04-27,34.0,24.5,0.0
2025-04-28,36.1,25.9,0.0
2025-04-29,36.7,25.9,0.1
2025-04-30,36.8,26.6,0.0
2025-05-01,36.0,27.8,2.5
2025-05-02,34.9,27.1,3.2
2025-05-03,32.0,26.0,7.6
2025-05-04,33.2,25.2,1.1
2025-05-05,33.5,25.6,0.9
2025-05-06,34.5,25.6,3.7
2025-05-07,35.3,25.9,3.7
2025-05-08,37.3,26.0,0.4
2025-05-09,37.2,27.3,1.4
2025-05-10,30.2,26.0,8.0
2025-05-11,32.8,25.0,10.5
2025-05-12,32.3,25.0,7.5
2025-05-13,32.8,24.5,7.7
2025-05-14,33.3,25.8,5.9
2025-05-15,32.2,25.5,12.1
2025-05-16,33.2,25.5,5.7
2025-05-17,32.3,25.4,3.3
2025-05-18,33.7,25.9,1.4
2025-05-19,32.8,25.8,14.1
2025-05-20,32.0,25.0,1.2
2025-05-21,33.3,25.0,12.0
2025-05-22,31.8,23.9,32.0
2025-05-23,31.6,25.3,9.9
2025-05-24,30.6,25.4,17.7
2025-05-25,31.1,25.0,19.0
2025-05-26,32.7,24.4,6.0
2025-05-27,32.7,24.7,25.0
2025-05-28,32.7,24.5,25.9
2025-05-29,32.9,24.9,24.9
2025-05-30,32.3,24.5,21.0
2025-05-31,32.9,24.6,10.4
2025-06-01,33.7,25.5,1.0
2025-06-02,31.2,25.8,2.0
2025-06-03,30.5,25.5,5.9
2025-06-04,32.7,26.1,6.5
2025-06-05,32.7,25.3,2.5
2025-06-06,32.8,24.5,18.3
2025-06-07,30.0,24.5,23.4
2025-06-08,29.7,24.6,24.4
2025-06-09,32.0,25.3,20.8
2025-06-10,31.1,25.3,18.1
2025-06-11,29.8,25.0,13.0
2025-06-12,30.2,24.8,3.3
2025-06-13,30.6,24.8,10.2
2025-06-14,32.0,25.1,19.2
2025-06-15,32.9,25.2,6.0
2025-06-16,32.9,25.6,10.6
2025-06-17,33.0,25.0,15.1
2025-06-18,32.4,24.6,8.1
2025-06-19,32.5,24.0,8.2
2025-06-20,32.2,24.0,15.2
2025-06-21,31.7,24.1,3.0
2025-06-22,30.6,24.5,11.7
2025-06-23,31.8,24.5,2.0
2025-06-24,31.9,24.5,11.1
2025-06-25,31.2,24.9,19.1
2025-06-26,29.8,24.4,26.0
2025-06-27,31.1,24.1,13.0
2025-06-28,31.0,24.8,19.8
2025-06-29,31.6,24.6,5.9
2025-06-30,32.9,24.5,0.9
2025-07-01,30.9,24.9,16.7
2025-07-02,31.0,24.0,21.0
2025-07-03,32.1,24.2,10.6
2025-07-04,31.9,24.0,2.4
2025-07-05,32.4,24.8,9.9
2025-07-06,31.2,25.5,10.4
2025-07-07,31.1,24.8,16.0
2025-07-08,31.1,24.6,15.0
2025-07-09,30.4,24.6,25.4
2025-07-10,32.2,24.3,6.3
2025-07-11,31.8,25.4,6.5
2025-07-12,31.9,25.1,18.1
2025-07-13,31.6,25.2,7.8
2025-07-14,31.4,24.9,19.8
2025-07-15,30.8,24.7,15.7
2025-07-16,30.6,24.5,11.1
2025-07-17,28.7,24.6,15.1
2025-07-18,30.0,24.9,11.0
2025-07-19,31.8,25.0,12.1
2025-07-20,29.9,25.2,3.4
2025-07-21,31.0,24.7,5.4
2025-07-22,32.5,25.1,2.0
2025-07-23,31.4,25.4,18.4
2025-07-24,33.0,25.9,0.0
2025-07-25,33.2,24.8,4.0
2025-07-26,32.8,25.2,1.1
2025-07-27,31.1,25.3,15.9
2025-07-28,30.0,24.6,3.6
2025-07-29,30.8,25.6,14.7
2025-07-30,32.2,26.0,0.3
2025-07-31,32.3,25.7,11.5
2025-08-01,32.3,25.4,0.8
2025-08-02,32.5,25.6,1.7
2025-08-03,33.4,25.5,3.2
2025-08-04,33.7,24.8,9.0
2025-08-05,33.2,25.3,4.8
2025-08-06,32.8,25.0,7.6
2025-08-07,33.2,24.5,1.7
2025-08-08,33.7,24.5,6.8
2025-08-09,32.5,23.8,27.9
2025-08-10,32.8,23.1,7.8
2025-08-11,31.5,24.1,13.5
2025-08-12,31.4,24.1,4.4
2025-08-13,31.0,24.2,17.1
2025-08-14,32.0,23.5,35.1
2025-08-15,31.0,23.9,17.5
2025-08-16,29.1,23.9,28.8
2025-08-17,30.1,23.7,17.0
2025-08-18,31.6,23.6,0.6
2025-08-19,32.1,24.4,3.0
2025-08-20,33.0,23.5,28.5
2025-08-21,27.9,23.1,45.9
2025-08-22,30.9,22.9,4.8
2025-08-23,30.7,23.6,11.6
2025-08-24,31.1,24.6,15.5
2025-08-25,28.9,24.4,13.7
2025-08-26,29.1,24.1,4.8
2025-08-27,30.6,24.4,11.4
2025-08-28,32.0,23.6,29.7
2025-08-29,31.7,23.4,34.7
2025-08-30,31.0,24.8,8.2
2025-08-31,32.0,24.4,23.5
2025-09-01,30.8,24.6,7.2
2025-09-02,29.8,24.4,44.4
2025-09-03,30.4,24.0,12.7
2025-09-04,31.2,23.9,15.4
2025-09-05,31.7,24.5,25.6
2025-09-06,30.4,24.450000000000003,9.0
2025-09-07,30.35,24.475,12.65
2025-09-08,31.35,24.35,8.025
2025-09-09,31.25,24.3,13.4
2025-09-10,30.975,24.65,8.075
2025-09-11,31.049999999999997,24.475,7.449999999999999
2025-09-12,30.875,24.5,8.725
2025-09-13,31.275,24.625,15.525
2025-09-14,30.375,24.6,18.75
2025-09-15,30.025,24.3,18.150000000000002
2025-09-16,30.6,24.375,11.85
2025-09-17,30.75,24.225,17.7
2025-09-18,30.975,24.025,19.6
2025-09-19,29.9,24.1,16.075
2025-09-20,30.8,24.2,12.875
2025-09-21,29.65,24.15,17.075
2025-09-22,30.2,24.025,14.625
2025-09-23,30.575,24.25,10.075
2025-09-24,30.8,24.5,15.6
2025-09-25,30.725,24.15,12.175
2025-09-26,30.525,24.075,16.025
2025-09-27,30.45,24.2,12.549999999999999
2025-09-28,31.0,24.5,6.4
2025-09-29,31.3,24.45,12.85
2025-09-30,30.725,24.325,10.225
2025-10-01,31.049999999999997,24.625,23.099999999999998
2025-10-02,29.725,24.15,23.05
2025-10-03,30.2,24.1,7.2250000000000005
2025-10-04,30.8,24.05,3.9749999999999996
2025-10-05,31.0,24.175,13.9
2025-10-06,29.875,24.175,12.675
2025-10-07,30.425,24.075,15.225
2025-10-08,29.925,24.425,13.100000000000001
2025-10-09,30.425,24.15,9.85
2025-10-10,31.0,24.5,8.125
2025-10-11,30.424999999999997,24.45,10.0
2025-10-12,30.65,24.15,17.849999999999998
2025-10-13,31.299999999999997,23.85,10.375
2025-10-14,31.0,24.075,7.425000000000001
2025-10-15,30.525,23.6,16.05
2025-10-16,29.825,23.525,15.8
2025-10-17,30.6,23.8,13.3
2025-10-18,30.275,23.7,8.825
2025-10-19,30.4,24.275000000000002,13.325000000000001
2025-10-20,29.975,24.2,12.65
2025-10-21,30.8,24.0,8.975
2025-10-22,30.65,23.725,13.75
2025-10-23,30.125,23.875,13.0
2025-10-24,31.45,23.6,4.425
2025-10-25,30.95,23.625,8.55
2025-10-26,31.35,24.125,7.325
2025-10-27,29.349999999999998,24.275,9.575
2025-10-28,29.75,23.625,11.75
2025-10-29,30.675,23.725,10.6
2025-10-30,31.275000000000002,23.675,3.95
2025-10-31,31.425,23.475,8.525
